"","Year","President","Sentences"
"2243",2018,"Ramaphosa","These SOEs cannot borrow their way out of their financial difficulties, and we will therefore undertake a process of consultation with all stakeholders to review the funding model of SOEs and other measures.  "
"2244",2018,"Ramaphosa","We will change the way that boards are appointed so that only people with expertise, experience and integrity serve in these vital positions.  "
"2245",2018,"Ramaphosa","We will remove board members from any role in procurement and work with the Auditor-General to strengthen external audit processes.  "
"2246",2018,"Ramaphosa","As we address challenges in specific companies, work will continue on the broad architecture of the state owned enterprises sector to achieve better coordination, oversight and sustainability.  "
"2247",2018,"Ramaphosa","This is the year in which we will turn the tide of corruption in our public institutions.  "
"2248",2018,"Ramaphosa","The criminal justice institutions have been taking initiatives that will enable us to deal effectively with corruption.  "
"2249",2018,"Ramaphosa","The commission of inquiry into state capture headed by the Deputy Chief Justice, Judge Raymond Zondo, is expected to commence its work shortly.  "
"2250",2018,"Ramaphosa","The Commission is critical to ensuring that the extent and nature of state capture is established, that confidence in public institutions is restored and that those responsible for any wrongdoing are identified.  "
"2251",2018,"Ramaphosa","The Commission should not displace the regular work of the country’s law enforcement agencies in investigating and prosecuting any and all acts of corruption.  "
"2252",2018,"Ramaphosa","Amasela aba imali ka Rhilumente mawabanjwe.  "
"2253",2018,"Ramaphosa","We must fight corruption, fraud and collusion in the private sector with the same purpose and intensity.  "
"2254",2018,"Ramaphosa","We must remember that every time someone receives a bribe there is someone who is prepared to pay it.  "
"2255",2018,"Ramaphosa","We will make sure that we deal with both in an effective manner.  "
"2256",2018,"Ramaphosa","We urge professional bodies and regulatory authorities to take action against members who are found to have acted improperly and unethically.  "
"2257",2018,"Ramaphosa","This requires that we strengthen law enforcement institutions and that we shield them from external interference or manipulation.  "
"2258",2018,"Ramaphosa","We will urgently attend to the leadership issues at the National Prosecuting Authority to ensure that this critical institution is stabilised and able to perform its mandate unhindered.  "
"2259",2018,"Ramaphosa","We will also take steps to stabilise and strengthen vital institutions like the South African Revenue Service.  "
"2260",2018,"Ramaphosa","We must understand that tax morality is dependent on an implicit contract between taxpayers and government that state spending provides value for money and is free from corruption.  "
"2261",2018,"Ramaphosa","At the request of the Minister of Finance, I will shortly appoint a Commission of Inquiry into Tax Administration and Governance of SARS, to ensure that we restore the credibility of the Service and strengthen its capacity to meet its revenue targets.  "
"2262",2018,"Ramaphosa","Our state employs one million public servants.  "
"2263",2018,"Ramaphosa","The majority of them serve our people with diligence and commitment.  "
"2264",2018,"Ramaphosa","We applaud them for the excellent work they do.  "
"2265",2018,"Ramaphosa","However, we know the challenges that our people face when they interact with the state.  "
"2266",2018,"Ramaphosa","In too many cases, they often get poor service or no service at all.  "
"2267",2018,"Ramaphosa","We want our public servants to adhere to the principle of Batho Pele, of putting our people first.  "
"2268",2018,"Ramaphosa","We are determined that everyone in public service should undertake their responsibilities with efficiency, diligence and integrity.  "
"2269",2018,"Ramaphosa","We want to instil a new discipline, to do things correctly, to do them completely and to do them timeously.  "
"2270",2018,"Ramaphosa","We call on all public servants to become agents for change.  "
"2271",2018,"Ramaphosa","During the course of the next few months, I will visit every national department to engage with the senior leadership to ensure that the work of government is effectively aligned.  "
"2272",2018,"Ramaphosa","I will also find time to meet with provincial and local government leaders to ensure that the state, in its entirety, responds to the pressing needs of our people.  "
"2273",2018,"Ramaphosa","Fellow South Africans,  Our country has entered a period of change.  "
"2274",2018,"Ramaphosa","While change can produce uncertainty, even anxiety, it also offers great opportunities for renewal and revitalisation, and for progress.  "
"2275",2018,"Ramaphosa","Together we are going to make history.  "
"2276",2018,"Ramaphosa","We have done it before and we will do it again – bonded by our common love for our country, resolute in our determination to overcome the challenges that lie ahead and convinced that by working together we will build the fair and just and decent society to which Nelson Mandela dedicated his life.  "
"2277",2018,"Ramaphosa","As I conclude, allow me to recall the words of the late great Bra Hugh Masekela.  "
"2278",2018,"Ramaphosa","In his song, ‘Thuma Mina’, he anticipated a day of renewal, of new beginnings.  "
"2279",2018,"Ramaphosa","He sang:  “I wanna be there when the people start to turn it around  When they triumph over poverty  I wanna be there when the people win the battle against AIDS  I wanna lend a hand  I wanna be there for the alcoholic  I wanna be there for the drug addict  I wanna be there for the victims of violence and abuse  I wanna lend a hand  Send me.”  "
